,Date,Open,High,Low,Close
390,2013-12-06,48.98,49.39,47.71,47.94
389,2013-12-05,48.15,48.7,47.87,48.34
388,2013-12-04,46.46,48.77,46.26,48.62
387,2013-12-03,46.75,47.2,46.29,46.73
386,2013-12-02,46.9,47.54,46.26,47.06
385,2013-11-29,46.75,47.21,46.5,47.01
384,2013-11-27,45.97,46.67,45.53,46.49
383,2013-11-26,44.66,46.17,43.55,45.89
382,2013-11-25,46.36,46.65,44.04,44.82
381,2013-11-22,47.04,47.27,45.96,46.23
380,2013-11-21,46.99,47.46,46.685,46.7
379,2013-11-20,46.61,47.55,46.31,46.43
378,2013-11-19,46.26,47.0,45.72,46.36
377,2013-11-18,48.47,48.84,45.8,45.83
376,2013-11-15,49.11,49.48,48.71,49.01
375,2013-11-14,48.7,49.57,48.03,48.99
374,2013-11-13,46.23,48.74,46.06,48.71
373,2013-11-12,46.0,47.37,45.83,46.605
372,2013-11-11,47.04,47.53,45.73,46.2
371,2013-11-08,47.81,48.65,47.25,47.53
370,2013-11-07,49.24,49.87,47.3,47.56
369,2013-11-06,50.26,50.45,48.71,49.12
